Species;Taxa;Sex;Age.d;Weght.g;Length.cm;Asymptotic weight.g;Asymptotic length.cm;Paper ;Comments
Sepioteuthis lessoniana;Squid;F;169.903;373.991;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;173.301;377.863;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;173.786;471.917;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;173.786;510.305;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;175.728;961.379;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;177.184;539.128;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;178.155;335.683;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;183.01;740.72;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;F;185.437;496.981;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;121.845;156.64;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;132.039;218.158;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;134.466;143.325;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;135.437;223.949;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;135.922;254.663;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;138.835;337.225;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;139.806;465.833;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;140.777;375.631;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;142.233;421.71;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;142.233;277.757;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;148.544;170.332;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;149.029;210.643;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;151.456;512.01;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;151.456;300.878;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;152.913;329.682;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;153.398;360.397;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;153.883;350.805;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;155.825;425.68;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;156.311;258.698;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;157.282;759.667;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;158.252;504.398;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;160.194;410.367;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;162.621;295.227;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;169.417;535.215;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;170.388;512.192;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;170.388;354.802;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;171.845;633.127;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;173.786;542.935;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;175.243;861.567;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;175.728;527.598;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;181.068;512.294;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;186.893;790.661;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;186.893;729.241;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;186.893;564.174;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;189.32;552.681;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;190.291;982.632;;1.00E+03;; Kooijman 2021 / Peel2000;
Sepioteuthis lessoniana;Squid;M;202.913;921.333;;1.00E+03;; Kooijman 2021 / Peel2000;
Illex argentinus ;Squid;M;190;191.6564411;17.6409396;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;192;207.2652702;18.27516779;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;197;151.7875411;15.87919463;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;213;140.09939;15.31543624;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;215;150.2983858;15.80872483;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;226;170.2884671;16.72483221;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;209;196.7848941;17.85234899;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;224;207.2652702;18.27516779;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;216;229.1251644;19.12080537;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;225;248.2645202;19.82550336;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;230;223.5473345;18.90939597;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;236;225.3982288;18.97986577;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;240;216.2274231;18.62751678;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;219;284.8514757;21.09395973;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;218;315.2266555;22.08053691;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;232;326.4853944;22.43288591;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;238;326.4853944;22.43288591;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;242;291.2183956;21.30536913;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;238;306.3755696;21.79865772;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;241;347.2990349;23.06711409;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;248;371.2559496;23.77181208;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;253;347.2990349;23.06711409;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;250;328.7631859;22.5033557;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;250;306.3755696;21.79865772;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;257;297.662649;21.51677852;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;260;317.4610606;22.15100671;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;264;317.4610606;22.15100671;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;264;214.4183277;18.55704698;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;265;198.5109083;17.92281879;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;284;201.9877738;18.06375839;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;290;227.2575032;19.05033557;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;295;258.1510228;20.17785235;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;279;297.662649;21.51677852;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;284;315.2266555;22.08053691;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;275;315.2266555;22.08053691;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;278;335.6487548;22.7147651;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;274;344.9515184;22.9966443;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;263;340.2826878;22.8557047;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;257;366.3943565;23.63087248;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;253;396.0927553;24.47651007;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;254;419.2028082;25.11073826;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;259;401.1661973;24.61744966;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;262;432.3531157;25.46308725;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;262;411.4195162;24.89932886;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;269;421.8150399;25.18120805;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;263;393.5693193;24.40604027;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;267;378.614346;23.98322148;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;263;456.5867707;26.09731544;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;268;456.5867707;26.09731544;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;259;492.875888;27.01342282;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;263;492.875888;27.01342282;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;267;498.5942381;27.15436242;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;267;533.6664902;28;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;275;411.4195162;24.89932886;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;279;416.5994807;25.04026846;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;283;429.7052136;25.39261745;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;273;381.0847691;24.05369128;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;273;366.3943565;23.63087248;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;279;371.2559496;23.77181208;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;279;361.5679141;23.48993289;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;282;386.0520856;24.19463087;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;284;371.2559496;23.77181208;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;285;386.0520856;24.19463087;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;286;381.0847691;24.05369128;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;286;411.4195162;24.89932886;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;279;456.5867707;26.09731544;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;282;456.5867707;26.09731544;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;274;453.8582976;26.02684564;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;274;464.8260834;26.30872483;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;272;459.3242225;26.16778523;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;280;492.875888;27.01342282;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;284;533.6664902;28;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;280;607.7578648;29.69127517;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;288;498.5942381;27.15436242;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;292;545.6485491;28.28187919;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;293;524.7756889;27.7885906;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;292;510.1396554;27.43624161;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;294;492.875888;27.01342282;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;297;470.3639223;26.44966443;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;295;518.8940053;27.64765101;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;295;536.6483174;28.0704698;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;299;527.7301809;27.8590604;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;300;515.9668036;27.57718121;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;304;533.6664902;28;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;299;542.6393419;28.2114094;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;296;554.7310097;28.49328859;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;296;582.4730885;29.12751678;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;304;579.3539196;29.05704698;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;307;539.6392664;28.1409396;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;316;539.6392664;28.1409396;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;317;530.6937797;27.9295302;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;320;539.6392664;28.1409396;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;318;576.243941;28.98657718;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;317;633.6335712;30.25503356;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;327;623.8607777;30.04362416;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;326;542.6393419;28.2114094;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;366;560.8317317;28.63422819;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;341;542.6393419;28.2114094;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;323;498.5942381;27.15436242;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;327;498.5942381;27.15436242;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;319;453.8582976;26.02684564;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;311;495.7305374;27.08389262;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;308;492.875888;27.01342282;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;M;303;504.3488137;27.29530201;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
