Species;Taxa;Sex;Age.d;Weght.g;Length.cm;Asymptotic weight.g;Asymptotic length.cm;Paper ;Comments
Illex argentinus ;Squid;F;353;803.9209338;33.68470656;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;356;810.5248448;33.80925595;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;358;759.7992261;32.83777071;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;378;761.7669511;32.87610857;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;372;809.4703599;33.78940589;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;353;766.8038176;32.97399661;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;350;750.4584433;32.65503341;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;343;705.58512;31.75925085;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;334;715.7456116;31.96475734;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;338;757.8342942;32.79943286;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;332;741.7719527;32.48397261;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;340;867.6757047;34.86461741;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;334;868.0622432;34.87162331;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;343;811.4558985;33.8267707;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;346;825.0430284;34.08112391;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;349;807.5906994;33.75398716;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;341;607.884516;29.6940663;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;340;562.0153223;28.66147402;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;333;656.2886989;30.73833508;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;331;656.399229;30.74067038;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;327;659.6829366;30.80995098;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;326;532.3518629;27.96886265;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;319;527.2581506;27.84781622;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;322;482.1228946;26.74594334;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;330;486.8791562;26.86465448;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;317;442.0291521;25.71860549;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;294;335.5295987;22.71112697;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;290;246.0327872;19.74490543;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;251;300.3319326;21.60361045;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;235;338.0585925;22.7881919;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;240;333.595219;22.65196601;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;243;368.1615761;23.68222298;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;246;374.7117563;23.87138237;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;246;404.564668;24.71131231;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;261;403.8658148;24.69204608;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;259;485.3949494;26.82767888;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;263;480.0180862;26.69320446;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;269;482.2706538;26.7496409;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;273;476.9128619;26.61516648;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;271;568.7026454;28.81482545;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;275;526.9478303;27.8404211;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;285;526.4335728;27.82816077;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;280;451.267855;25.95972532;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;275;373.4128677;23.83401755;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;281;611.387164;29.77113123;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;277;659.6921731;30.81014559;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;289;761.0974114;32.86306981;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;285;815.4038589;33.90091651;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;310;873.343634;34.96717605;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;314;869.4803595;34.89731162;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;308;786.6045553;33.35542911;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;301;760.2584449;32.8467227;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;299;711.5408956;31.87990807;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;297;673.9166592;31.10809108;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;292;622.5696989;30.01555941;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;302;704.9910535;31.74718513;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;306;707.9161257;31.8065407;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;314;697.902723;31.60278568;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;319;615.0430606;29.8513099;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;322;620.7994591;29.97702694;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;325;611.7504429;29.77911018;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Illex argentinus ;Squid;F;248;390.5472004;24.32131704;875.5323211;;Rodhouse & Hatfield 1990 Dynamics of Growth and Maturation in the Cephalopod Illex argentinus de Castellanos 1960 (Teuthoidea: Ommastrephidae);
Loligo forbesii;Squid;F;148.0964667;30.21148036;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;189.1182659;37.76435045;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;214.1535359;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;221.114429;90.63444109;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;223.2022769;98.18731118;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;228.7642699;98.18731118;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;232.223712;37.76435045;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;237.7962073;75.52870091;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;241.9782043;113.2930514;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;250.3085912;67.97583082;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;260.74573;98.18731118;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;259.3447294;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;268.3829681;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;268.3997718;120.8459215;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;276.7427613;120.8459215;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;282.9853003;67.97583082;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;287.8751492;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;288.5451929;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;292.0214386;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;295.5270906;166.163142;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;303.8658792;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;327.5043497;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;335.8473393;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;341.39883;113.2930514;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;342.7809265;83.081571;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;369.9082453;128.3987915;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;363.6762085;219.0332326;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;372.0128968;196.3746224;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;374.7959937;203.9274924;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;379.6585368;188.8217523;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;379.6480345;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;383.1284811;166.163142;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;391.4567675;113.2930514;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;397.7476169;234.1389728;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;392.8556675;143.5045317;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;403.9838545;158.6102719;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;407.4622006;166.163142;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;410.9342454;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;407.4706024;196.3746224;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;414.4314956;226.5861027;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;419.9934886;226.5861027;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;419.2814359;166.163142;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;429.0296269;219.0332326;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;439.4625647;234.1389728;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;445.0182564;211.4803625;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;469.3540764;219.0332326;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;469.3624783;249.244713;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;465.2098875;317.2205438;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;468.0013863;354.9848943;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;472.8702307;362.5377644;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;476.340175;339.8791541;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;479.1085688;294.5619335;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;475.6155195;234.1389728;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;487.445257;271.9033233;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;489.5205021;234.1389728;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;489.5646116;392.7492447;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;F;494.45236;468.2779456;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;149.4806636;7.552870091;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;226.6638194;45.31722054;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;240.5667016;37.76435045;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;242.6545494;45.31722054;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;256.5616325;52.87009063;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;274.652813;105.7401813;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;279.5258583;128.3987915;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;289.2593461;128.3987915;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;291.3408926;113.2930514;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;299.692284;143.5045317;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;297.5834316;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;301.752826;52.87009063;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;309.4488768;226.5861027;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;311.5346242;226.5861027;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;309.4278723;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;319.1676615;173.7160121;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;320.5560593;166.163142;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;314.2652099;45.31722054;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;305.9243208;52.87009063;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;310.1021169;75.52870091;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;321.2219021;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;331.6464382;45.31722054;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;330.2580403;52.87009063;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;324.70865;98.18731118;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;336.517383;60.42296073;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;336.5215839;75.52870091;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;336.5278852;98.18731118;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;334.4547405;143.5045317;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;328.9011493;173.7160121;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;327.5358564;264.3504532;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;337.2651434;249.244713;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;339.3529912;256.7975831;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;339.3298863;173.7160121;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;350.4811782;271.9033233;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;349.7586232;173.7160121;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;346.9503208;75.52870091;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;349.7313174;75.52870091;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;353.9070131;90.63444109;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;356.6880096;90.63444109;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;366.438301;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;359.5005129;203.9274924;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;365.0898118;302.1148036;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;367.1734587;294.5619335;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;370.6581062;324.7734139;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;373.4243995;271.9033233;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;375.5248501;324.7734139;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;377.608497;317.2205438;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;379.692144;309.6676737;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;384.5798924;385.1963746;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;385.2499361;294.5619335;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;389.4151295;271.9033233;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;390.0935751;211.4803625;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;389.3773214;135.9516616;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;398.419761;151.0574018;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;400.5307138;241.6918429;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;406.8152619;339.8791541;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;411.6610013;264.3504532;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;419.3360476;362.5377644;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;415.8724046;407.8549849;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;417.9665538;438.0664653;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;420.0481003;422.9607251;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;429.7815882;422.9607251;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;432.5667856;438.0664653;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;439.5192769;438.0664653;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;452.722709;415.407855;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;458.2910034;438.0664653;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;459.0198598;558.9123867;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;469.4233913;468.2779456;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;481.2510283;498.489426;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;495.8512601;498.489426;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;503.5095028;536.2537764;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;505.5994511;551.3595166;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;499.3758161;672.2054381;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;509.8465621;823.2628399;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;522.3652473;838.3685801;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;525.8372921;823.2628399;;7100.909121;90;Agus 2018;
Loligo forbesii;Squid;M;542.8194348;1888.217523;;7100.909121;90;Agus 2018;
Loligo vulgaris;Squid;F;112.3239437;11.62790698;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;132.5704225;23.25581395;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;149.2957746;11.62790698;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;176.584507;34.88372093;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;182.7464789;38.75968992;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;186.2676056;42.63565891;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;188.9084507;38.75968992;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;193.3098592;46.51162791;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;200.3521127;50.3875969;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;206.5140845;23.25581395;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;209.1549296;27.13178295;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;221.4788732;31.00775194;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;224.1197183;42.63565891;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;227.6408451;54.26356589;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;229.4014085;38.75968992;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;245.2464789;69.76744186;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;279.5774648;104.6511628;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;279.5774648;73.64341085;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;286.6197183;65.89147287;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;289.2605634;108.5271318;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;294.5422535;81.39534884;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;299.8239437;65.89147287;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;298.943662;89.14728682;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;298.943662;100.7751938;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;313.028169;96.89922481;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;311.2676056;151.1627907;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;319.1901408;189.9224806;;1176.624833;40;Agus 2018;
Loligo vulgaris;Squid;F;320.9507042;189.9224806;;1176.624833;40;Agus 2018;
